id,timestamp,chain,hash,user_address,token_address,token_amount,action
1,1672833722,6450786,0x4726143df8ecdb70722f304679d6bffd297e88fa0c7dae960d11b58a6493db44,0xd78c323477500744214f662c15c82895a0bbdae9,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,39999.8,1
2,1673046694,6450786,0x7dce938e56e8d7badf0ff8852cb8af3bbe2b6ceb266db9e91f5d0c9fff6c2979,0xdfc1761378205ba1a149382d402bcd3ba8f0710e,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,4.09914,1
3,1672049622,6450786,0xca5f797692cf057dcc42dbaf94f23562d0e507f9fc8cc08c56b82157db7f27f2,0x8e60a3364cd2c86b76a0f979a09f960cd919c09b,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,0.0204295,1
4,1673273749,6450786,0x3a0ce98434ac80a8fdd8093c3c8a2254a84ec86fcab86dfcce9f20cf0508f892,0x29a519e21d6a97cdb82270b69c98bac6426cdcf9,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,50003.6,1
5,1672077679,6450786,0x2bd6a9642c205ba9de135cb62114dbaf474a1b638154b57fc3f234499a20beb5,0x8e60a3364cd2c86b76a0f979a09f960cd919c09b,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,0.0204295,2
6,1672226875,6450786,0x8631d30a323438da3c08b3b9499db7b7446296a2d6baf616592ec8f9c61a221a,0x07daa889866368dd00b0706a1586a48c71d55191,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,4.99759,1
7,1672226974,6450786,0x8e43a7555dd67dc3f528e6c198e9d2ec275a250cd758230c7ba3cc3b33540802,0x07daa889866368dd00b0706a1586a48c71d55191,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,4.99759,2
8,1674666996,6450786,0x090d428bcb006d28b1d0ba73d64e5bbe41ecd76f524bdbf81548c15f28130235,0x41f9b085ca7bb67e22a2117661c4787b41c77127,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,0.0998529,1
9,1671734143,6450786,0xf9244c842ea4f1998ca3a69f451c8cacb2e064a37ccebfd10f9d65c3339d4add,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,498.0,1
10,1674686397,6450786,0x18149855d76cce1b4178b11eb73f7b3f9f6ef69edc1298739dddb6da92e34951,0x4f3fd384fbba8090291ae1166f1cc80ad7064a31,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,1.99965,1
11,1671812105,6450786,0xc91413dcf2e84aca6df61f1093d682a442ba6af83a0d3955a7d8aa6e50f55935,0x6d91e35d502fb6f654992283e6e4f397fc23dc2c,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,0.499927,1
12,1674686941,6450786,0x1ba157ac025507711f19a8f9ac42ad4072874d21321e7b49a98c08f6c066450e,0x21b2de238fa6cfd59c0aac49cffccb57216e1a21,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,1.99965,1
13,1674708461,6450786,0x1d13bd3681c94059138cdad019bf45f49bdcb2550af0b3d88803928869e64add,0x05203fbd775d509422b3f8f4151a629a9535bb11,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,4.89066,1
14,1674825283,6450786,0x5ef0997235ae8981dfa77c5502c8143ce48cb5902c179809c4890be6e68dc975,0x617eea439ff520fbdb8006d6c69e96422e958727,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,0.997939,1
15,1673716036,6450786,0x26e89ce878183b5a7010b811de37daea5e69e9f2972a330b0da7abd0103d6815,0x66b406c96dfe5f87689236976151caa02eb66921,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,1.99794,1
16,1673718745,6450786,0x9ea48854abe3637c1e38faaa560b2840e0fef28f9b318f0201ece00ea13309f2,0xffb8c9ec9951b1d22ae0676a8965de43412ceb7d,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,0.999022,1
17,1673766240,6450786,0x06cbb6229e07735700d5ac6d12ef64dac87d9da6043a5767ff734c38305ee49e,0xcc44ff5b06a6ab656e7c6e970a77d74356cdf04c,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,9.98071,1
18,1673766369,6450786,0x971b6c742a4f11ae926d30d428e0c38c8ddf509bd14899192cb0350fa7619ef1,0x27bc825111a9aae88b92a36847b1b6fe67df9ac1,0xc170908481E928DfA39DE3D0d31bEa6292692F8e,2.99567,1
