id,timestamp,chain,hash,user_address,token_address,token_amount,action
1,1672822380,1869640809,0x1a9330cee52e9db924b286aba4e940dc28bbce45ad19e30fb0699433605af8a2,0xd78c323477500744214f662c15c82895a0bbdae9,0xB12A1Be740B99D845Af98098965af761be6BD7fE,49994.9,1
2,1671717739,1869640809,0x093d3467a01d038c4bcd0f4c61db4bf793c09656a02a0bee4c1afbd0c1836a22,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xB12A1Be740B99D845Af98098965af761be6BD7fE,2.0,1
3,1671729504,1869640809,0xfa56d05b818f9d679145f5a7552d8696644376eb00215b700303a9c2077b8b79,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xB12A1Be740B99D845Af98098965af761be6BD7fE,500.0,1
4,1671819772,1869640809,0xb22052b07ce4ff6de3597cc6c996e8aea90badd62ab2fc4ea6f2a1445c330c91,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xB12A1Be740B99D845Af98098965af761be6BD7fE,1.0,2
5,1672933676,1869640809,0x535e28115d52203cae4fc33c7c59e37e746c574db0bc8b697e0df20d2ad9aa27,0x56463d50e1d58b2036b0dad19784df57d1aa6e9b,0xB12A1Be740B99D845Af98098965af761be6BD7fE,0.799494,1
6,1672958509,1869640809,0xc2d5ad081d95c3027157801f0bbb885ebb453e2de742903bb11ca022ee181e19,0xfe264f8a5f66a750f9a24b69f3e27b88ea8632c4,0xB12A1Be740B99D845Af98098965af761be6BD7fE,0.995928,1
7,1673074002,1869640809,0x768d44677b52319c247d6bfd294cee59c8639a25338eff6f85ae3ac6b9c52b50,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xB12A1Be740B99D845Af98098965af761be6BD7fE,0.0199983,1
8,1673074047,1869640809,0x2d4fb366e5334af2841d88a0b82461c5298ab045ef868f43817d38a9beed6ebc,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xB12A1Be740B99D845Af98098965af761be6BD7fE,1e-14,2
9,1673074062,1869640809,0xf5df251636921b8fe30eb6e227b84319a29de7fee82e331ef3df8a437301caad,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xB12A1Be740B99D845Af98098965af761be6BD7fE,1e-14,2
10,1673129042,1869640809,0x9dec0b97f3ffe0e92d429bb63d59b6e2c21d28fa381ca7d1a8656f9a532262a0,0xc01a7ca58afc103a616b4d603f9857260fc66567,0xB12A1Be740B99D845Af98098965af761be6BD7fE,0.0299975,1
11,1673271195,1869640809,0x065b4908656fd92ebd57a48dc1bd650b87f9c6ee115e6ff23d5d25f3cc4ae543,0x29a519e21d6a97cdb82270b69c98bac6426cdcf9,0xB12A1Be740B99D845Af98098965af761be6BD7fE,52137.7,1
12,1674617536,1869640809,0xa243323f694fb8b34815c649f419afba524d16e0fa0faf050753fb3f228722a1,0x83f68939de5b679299de9d72b40a6e4688b6c587,0xB12A1Be740B99D845Af98098965af761be6BD7fE,897.262,1
13,1674632243,1869640809,0xbd20f5e31c6551397c4315bbe3b9a8454eb459867362836ff24d530f403efeb9,0x1452a8c4745001cda8a5920b773cbd58b1d29b43,0xB12A1Be740B99D845Af98098965af761be6BD7fE,0.9965,1
14,1674641155,1869640809,0xe96c9fd40af856f86726150d5dd75f0d71545730496ee4ec8331fbb596e4c725,0xe2ff6e30e6d8bb556b0c5782681b8f48abb5fc66,0xB12A1Be740B99D845Af98098965af761be6BD7fE,1.00092e-05,1
