id,timestamp,chain,hash,user_address,token_address,token_amount,action
1,1671734380,6778479,0x7c5020c20fbcca760184d9ae384f591610f94fb538a48dcbe1d6759ad983b37d,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xA639FB3f8C52e10E10a8623616484d41765d5F82,498.0,1
2,1671751080,6778479,0x04c0886b505fd08711d88a392020b9ddc94fe34c35da30b279897d904330633b,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xA639FB3f8C52e10E10a8623616484d41765d5F82,1.99999,1
3,1672780975,6778479,0x6e4b02b39997e3e03a891d7ea544e8189ed21b33ba417214d05472a5b1244e77,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xA639FB3f8C52e10E10a8623616484d41765d5F82,1.0,2
4,1672823975,6778479,0xd76482ef9d42b51ce4f95ed71fd54142dad2153ccec7295e877bbb60e873b24c,0xd78c323477500744214f662c15c82895a0bbdae9,0xA639FB3f8C52e10E10a8623616484d41765d5F82,49999.4,1
5,1673271435,6778479,0x4d6af19035a725004f223dc7d7753ef3da82d4547d8af6fa67b5cbb1f39138ca,0x29a519e21d6a97cdb82270b69c98bac6426cdcf9,0xA639FB3f8C52e10E10a8623616484d41765d5F82,50011.7,1
6,1673293645,6778479,0x4138420d1250fc6b2d05aaf6d19af6eb107edf6afddf9cbc4ddb9801d3d12935,0xade09131c6f43fe22c2cbabb759636c43cfc181e,0xA639FB3f8C52e10E10a8623616484d41765d5F82,499.0,2
7,1673376810,6778479,0x387c75f20636f84026d0c8fb07afc03d7889298c29a246f2c8e2ec105d8097ba,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.479637,1
8,1673376930,6778479,0x5eacf4714416e9a42f33025c2532d818dc9827b1f9fe338a2e8534a0d1f25156,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.479637,1
9,1673377260,6778479,0x27bc5007a06210bbaa10cf8d26e4241409d31bb9be1f8fd506678b01a5228408,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.479637,1
10,1673377950,6778479,0xe8be68a2eef54b1c2894686dfc3143265b42f20786342068ce3de1bfe7373c0f,0xd333aaa35c2fae6d9ca49873f6ec414c838d18b2,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.000999945,1
11,1673378830,6778479,0x8f2a12a8435c586989a5ff8210e66326409025cde5a5f90d6436731219329a8a,0x59966e8e109b62acd549e6ce5f485e08a4a6b7a7,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.060963,1
12,1673381030,6778479,0x80ffcafdd5a83f81890b6aff71c81051fef26914b2747cea9fef412ae31d94f0,0xe7ef67878eca70726a608eb37156e2d4b72e01ff,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.00299981,1
13,1673381080,6778479,0x62d44707793892d1eaa07fc4cb5f2e9d9c2cc4b733c0967a8553dd083928979b,0xe7ef67878eca70726a608eb37156e2d4b72e01ff,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.00699955,1
14,1673381220,6778479,0xac875e1116f96acf277053c82593754e2e24157eded840e524b2ff8768dc4a6a,0xe7ef67878eca70726a608eb37156e2d4b72e01ff,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.00249984,2
15,1673414390,6778479,0xd31e458b55c17faf3e4127de35b6e5ff0881b8f582aea1c1a1860b310b526c72,0x439fc347a360d0c9fda70f9f4f2558b78c5f27ab,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.499666,1
16,1673426845,6778479,0xfa84f1043b3837566c098486e57dcf6b01ece3c6bb1afaf564fa6b3bd24ebe9e,0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9,0xA639FB3f8C52e10E10a8623616484d41765d5F82,1.43891,2
17,1673468735,6778479,0xe99add29f9f86a16dca98fbb056d073d629cc2946e25198d6e63ff9afe221363,0x1a5981545d558ff8a70e6c17a13e7d8838909e77,0xA639FB3f8C52e10E10a8623616484d41765d5F82,0.879977,1
